trust_code,trust_name,specialty_code,specialty_name,is_surgical_specialty,specialty_inclusion_criteria,total_months,part2a_available_months,latest_part2a_value,latest_total_incomplete_value,part2a_coverage_pct,eligible_for_capacity_simulation
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,170,Cardiothoracic Surgery,True,Included: Cardiothoracic Surgery treatment function.,37,37,540.0,600.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,304.0,535.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,888.0,4058.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",37,37,643.0,1941.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,37,37,178.0,425.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,13.0,30.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,37,37,850.0,2057.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,820.0,3196.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,150,Neurosurgery,True,Included: Neurosurgery treatment function.,37,37,519.0,1849.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,312.0,1881.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,37,37,1077.0,3770.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,1234.0,5739.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,160,Plastic Surgery,True,Included: Plastic Surgery treatment function.,37,37,382.0,696.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,719.0,1155.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,37,37,2149.0,3571.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,1796.0,3370.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,37,37,595.0,1810.0,100.0,True
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,618.0,2839.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,True,Included: Cardiothoracic Surgery treatment function.,62,62,124.0,132.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,911.0,7661.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,1411.0,2800.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,1685.0,10547.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,150,Neurosurgical Service,True,Included: Neurosurgery treatment function.,62,62,171.0,626.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,2928.0,12760.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,1591.0,8543.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,3567.0,7311.0,100.0,True
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,1146.0,6138.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,120,ENT,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",12,12,96.0,1867.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,393.0,2735.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,215.0,1658.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,54,54,816.0,1461.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,911.0,1768.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,54,54,301.0,1384.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,461.0,2391.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,54,54,90.0,1199.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,72.0,889.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,140,Oral Surgery,True,Included: Oral Surgery treatment function.,54,54,86.0,1692.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,125.0,2099.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,54,54,1005.0,2831.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,1622.0,3753.0,100.0,True
RBK,WALSALL HEALTHCARE NHS TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,54,54,319.0,1737.0,100.0,True
RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",26,26,228.0,1899.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",60,60,340.0,3124.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",16,16,290.0,1757.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,16,16,324.0,531.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,60,60,244.0,683.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,16,16,398.0,2185.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,60,60,314.0,3393.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology,True,Included: Ophthalmology treatment function commonly includes operative pathways.,16,16,711.0,2428.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,60,60,611.0,1943.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,16,16,1278.0,2161.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,60,60,1196.0,3334.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,16,16,592.0,1815.0,100.0,True
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,60,60,352.0,2147.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",8,8,228.0,1546.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,339.0,1329.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,8,8,495.0,1642.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,8,8,400.0,1231.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,8,8,268.0,1279.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,8,8,591.0,957.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,8,8,1927.0,3185.0,100.0,True
RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,8,8,461.0,2057.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",54,54,584.0,3289.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,54,54,1277.0,3322.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,54,54,439.0,2230.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,54,54,551.0,3473.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,54,54,832.0,2747.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,54,54,2025.0,4566.0,100.0,True
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,54,54,471.0,2912.0,100.0,True
NVC21,WEST MIDLANDS HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,1.0,56.0,100.0,True
NVC21,WEST MIDLANDS HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,57.0,449.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,785.0,3037.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,470.0,2391.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,968.0,2097.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,819.0,3165.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,364.0,2375.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,62,62,476.0,818.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,1424.0,4269.0,100.0,True
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,333.0,2063.0,100.0,True
RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,363.0,3286.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,100,General Surgery,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,38,38,428.0,2505.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,1419.0,4162.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,502,Gynaecology,True,Included: Gynaecology treatment function has admitted operative pathways.,38,38,166.0,1508.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,221.0,3134.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,140,Oral Surgery Service,True,Included: Oral Surgery treatment function.,62,62,130.0,131.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,110,Trauma & Orthopaedics,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,38,38,956.0,2279.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,756.0,2228.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,101,Urology,True,Included: Urology treatment function commonly includes operative admitted pathways.,38,38,201.0,1057.0,100.0,True
RKE,WHITTINGTON HEALTH NHS TRUST,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,62,62,242.0,1979.0,100.0,True
NVC22,WINFIELD HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,29.0,178.0,100.0,True
NVC22,WINFIELD HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,62,62,108.0,877.0,100.0,True
NT443,WINTERBOURNE HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,52,52,18.0,38.0,100.0,True
NT443,WINTERBOURNE HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,52,52,180.0,378.0,100.0,True
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",62,62,193.0,4045.0,100.0,True
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,245.0,1220.0,100.0,True
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,62,62,51.0,453.0,100.0,True
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,62,62,509.0,2949.0,100.0,True
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,62,62,310.0,3454.0,100.0,True
